week,gameId,playId,offenseTeam,defenseTeam,line_set_frame,motion_start_frame,ball_snap_frame,motion_player_nflId,motion_duration_frames,motion_distance,num_defenders_moved_gt
2,2022091801,3462,CLE,NYJ,27,30,99,46104,69,10.497276262684501,6
2,2022091801,3486,CLE,NYJ,57,81,129,44898,48,7.8479705076675454,4
2,2022091801,3710,CLE,NYJ,70,77,138,52595,61,21.26599830804391,3
2,2022091801,3769,CLE,NYJ,50,72,98,52523,26,9.098442485200536,2
2,2022091801,4131,NYJ,CLE,67,79,110,53536,31,5.97115903546249,1
2,2022091802,174,WAS,DET,80,113,139,54481,26,5.681137024604788,2
2,2022091802,203,WAS,DET,64,80,119,44852,39,9.787933356840753,2
2,2022091802,224,WAS,DET,79,99,148,44852,49,17.30718210449436,3
2,2022091802,269,DET,WAS,9,41,52,53541,11,3.6925867983020444,1
2,2022091802,295,DET,WAS,30,107,130,53959,23,7.5293346859714925,1
2,2022091802,455,WAS,DET,59,92,128,44852,36,15.197298219754915,3
2,2022091802,567,DET,WAS,54,76,120,47791,44,13.024947670000092,4
2,2022091802,588,DET,WAS,21,99,106,48455,7,1.9152463071331374,0
2,2022091802,750,DET,WAS,18,63,171,53541,108,21.013759976573436,2
2,2022091802,774,DET,WAS,155,165,207,53541,42,15.934502058958897,5
2,2022091802,796,DET,WAS,43,35,136,53541,101,13.32394751885074,4
2,2022091802,817,DET,WAS,68,71,104,44930,33,13.083001939127216,1
2,2022091802,880,WAS,DET,56,89,132,47859,43,15.925728401629907,4
2,2022091802,967,DET,WAS,33,40,93,53541,53,14.040615306619987,4
2,2022091802,1010,DET,WAS,39,112,123,47791,11,3.1191798010268004,0
2,2022091802,1055,DET,WAS,25,7,141,53541,134,17.342773818674132,5
2,2022091802,1209,DET,WAS,43,79,179,53541,100,28.970811076820166,3
2,2022091802,1233,DET,WAS,62,45,100,47791,55,12.823299152689724,5
2,2022091802,1282,DET,WAS,34,58,71,53541,13,5.249561185909655,1
2,2022091802,1348,DET,WAS,38,121,132,48455,11,2.484362229085845,0
2,2022091802,1393,DET,WAS,75,88,109,53541,21,8.77040612460048,2
2,2022091802,1502,WAS,DET,50,72,123,44852,51,17.545685408794153,4
2,2022091802,1670,DET,WAS,46,41,113,47791,72,12.396923015669334,7
2,2022091802,1691,DET,WAS,19,39,214,46130,175,35.32039393829423,7
2,2022091802,2064,WAS,DET,72,88,134,41349,46,3.3452405040950794,3
2,2022091802,2109,WAS,DET,34,46,54,44852,8,2.153594883814929,1
2,2022091802,2135,WAS,DET,50,52,92,44852,40,6.076540996489234,3
2,2022091802,2238,DET,WAS,48,61,83,53541,22,7.284622179011345,2
2,2022091802,2259,DET,WAS,60,51,124,44930,73,15.498782443022282,4
2,2022091802,2330,WAS,DET,31,34,68,53553,34,9.463490153170236,4
2,2022091802,2377,DET,WAS,41,83,102,53541,19,9.190758559679141,3
2,2022091802,2430,DET,WAS,34,56,73,53541,17,5.550344451632453,1
2,2022091802,2451,DET,WAS,40,65,85,53541,20,4.6497566578549865,2
2,2022091802,2473,DET,WAS,53,52,139,52443,87,13.244222381003855,4
2,2022091802,2516,WAS,DET,6,49,64,44852,15,5.636997589592536,0
2,2022091802,2585,WAS,DET,70,60,92,41349,32,5.8971819144624735,2
2,2022091802,2710,DET,WAS,37,77,84,53541,7,3.282123502696842,1
2,2022091802,2750,DET,WAS,75,78,93,53541,15,8.184379882466615,3
2,2022091802,2772,DET,WAS,30,61,109,53541,48,5.1920418312544765,2
2,2022091802,2835,WAS,DET,77,96,145,53553,49,5.259371487082043,1
2,2022091802,2881,WAS,DET,42,78,90,54481,12,3.8774091661258243,1
2,2022091802,2945,WAS,DET,50,82,130,53553,48,12.543784391614539,5
2,2022091802,2995,WAS,DET,91,58,129,41349,71,20.71911262907498,4
2,2022091802,3215,DET,WAS,45,82,116,48455,34,8.72982630823904,1
2,2022091802,3624,WAS,DET,50,76,98,54481,22,10.978671359701782,4
2,2022091803,261,JAX,IND,66,79,141,38696,62,25.794813809722,5
2,2022091803,495,JAX,IND,46,87,88,53454,1,0.4517742799230628,0
2,2022091803,526,JAX,IND,32,82,86,46116,4,1.909430965166638,0
2,2022091803,592,JAX,IND,60,98,112,46116,14,0.7089347473106785,0
2,2022091803,857,IND,JAX,32,96,98,48118,2,1.1377660344215594,0
2,2022091803,1070,JAX,IND,41,59,93,45785,34,13.088742047339537,5
2,2022091803,1099,JAX,IND,54,69,102,46116,33,19.803167891718306,6
2,2022091803,1222,IND,JAX,85,100,131,44792,31,5.620492044756308,4
2,2022091803,1324,JAX,IND,50,116,124,46116,8,4.286782075670397,0
2,2022091803,1388,JAX,IND,59,71,122,46116,51,9.556388827823726,4
2,2022091803,1840,JAX,IND,58,96,121,46116,25,13.813010125306,6
2,2022091803,1890,JAX,IND,50,89,114,46116,25,14.892433280078176,4
2,2022091803,2198,JAX,IND,40,69,86,46116,17,1.7115152499453599,1
2,2022091803,2219,JAX,IND,48,85,96,46116,11,6.6061002752177735,1
2,2022091803,2321,JAX,IND,32,64,71,46116,7,3.5336902991871617,0
2,2022091803,2395,JAX,IND,41,83,84,46116,1,0.4997999599839915,0
2,2022091803,2947,IND,JAX,23,62,64,52449,2,0.8200471156936255,0
2,2022091803,3104,JAX,IND,18,45,72,46116,27,17.128748550500838,5
2,2022091803,3247,JAX,IND,24,51,53,44978,2,1.1640109689545588,0
2,2022091803,3268,JAX,IND,14,61,65,46116,4,1.9970580499753212,0
2,2022091803,3374,JAX,IND,6,63,84,46116,21,13.170585965793087,3
2,2022091803,3396,JAX,IND,8,66,89,46116,23,12.47632831607683,4
2,2022091804,80,NO,TB,52,105,121,54476,16,8.238430148316715,1
2,2022091804,112,NO,TB,41,122,130,48415,8,3.5799869800780026,1
2,2022091804,499,TB,NO,72,113,130,41233,17,7.532356123444068,2
2,2022091804,576,TB,NO,55,113,115,47991,2,1.196871244857419,0
2,2022091804,627,NO,TB,51,109,118,48415,9,5.818835210868696,0
2,2022091804,699,NO,TB,64,90,124,52942,34,13.362118993895084,3
2,2022091804,1126,TB,NO,61,83,84,47991,1,0.3423448553724718,0
2,2022091804,1349,NO,TB,63,92,131,41292,39,10.00142307341398,1
2,2022091804,1450,NO,TB,62,109,120,54476,11,5.983770438790095,0
2,2022091804,1654,TB,NO,70,137,161,42033,24,6.200318634085494,2
2,2022091804,3018,TB,NO,59,94,100,42369,6,2.713253651718766,1
2,2022091804,3056,TB,NO,62,97,124,41233,27,14.19561042226162,5
2,2022091804,3273,TB,NO,76,89,108,42369,19,7.872297478174187,4
2,2022091804,3308,TB,NO,68,77,82,47991,5,2.8154250752257095,0
2,2022091804,4086,TB,NO,57,88,110,42369,22,10.165936966222219,1
2,2022091806,57,PIT,NE,45,59,121,47924,62,3.907304897598119,1
2,2022091806,78,PIT,NE,59,84,133,53453,49,14.150667054967366,4
2,2022091806,229,NE,PIT,58,124,127,48097,3,1.0150313903772454,0
2,2022091806,346,NE,PIT,58,133,146,48097,13,1.3628058600769775,0
2,2022091806,388,NE,PIT,70,95,191,48097,96,16.11836430841616,5
2,2022091806,409,NE,PIT,50,93,110,43324,17,4.245470664413409,1
2,2022091806,554,PIT,NE,66,93,140,53484,47,10.443087261362097,3
2,2022091806,640,PIT,NE,236,283,334,53484,51,5.747762425449119,2
2,2022091806,664,PIT,NE,20,70,75,48988,5,2.950280706501545,1
2,2022091806,685,PIT,NE,66,93,126,53484,33,5.396678756717658,1
2,2022091806,706,PIT,NE,55,91,107,54517,16,10.186051824679451,2
2,2022091806,730,PIT,NE,18,60,80,48988,20,5.347318492359865,1
2,2022091806,758,PIT,NE,67,95,106,54517,11,7.602203124629048,1
2,2022091806,784,NE,PIT,55,140,164,44912,24,6.3397874925468525,1
2,2022091806,1004,PIT,NE,7,20,55,53484,35,7.807100519694459,1
2,2022091806,1033,PIT,NE,52,90,105,54517,15,10.069518025442726,1
2,2022091806,1074,PIT,NE,72,95,158,54905,63,0.7914445666446505,3
2,2022091806,1119,PIT,NE,38,88,112,48988,24,6.387848788893576,1
2,2022091806,1189,PIT,NE,64,82,120,54905,38,14.433605674581997,4
2,2022091806,2079,NE,PIT,74,84,106,43324,22,2.1427325204397074,1
2,2022091806,2103,NE,PIT,54,116,142,48097,26,12.326938039455579,3
2,2022091806,2146,NE,PIT,59,89,163,48097,74,5.083895203731778,5
2,2022091806,2211,NE,PIT,22,84,101,45185,17,5.991696867718558,2
2,2022091806,2299,PIT,NE,6,45,87,53484,42,11.041364958270206,5
2,2022091806,2323,PIT,NE,54,73,160,54517,87,28.300533298070683,6
2,2022091806,2390,PIT,NE,65,75,98,47924,23,2.5517201866477794,1
2,2022091806,2414,PIT,NE,63,86,131,53484,45,8.023617546349865,1
2,2022091806,2486,NE,PIT,54,67,143,44912,76,7.157844430419452,6
2,2022091806,2579,NE,PIT,59,96,104,44912,8,1.9771517905461855,1
2,2022091806,2743,PIT,NE,65,76,125,47924,49,8.215264874784218,4
2,2022091806,2789,PIT,NE,50,98,103,48988,5,2.5354032388887147,1
2,2022091806,3006,NE,PIT,59,119,161,43324,42,6.836533184673139,3
2,2022091806,3131,NE,PIT,55,73,125,44912,52,6.174442131430759,3
2,2022091806,3222,PIT,NE,77,98,108,52457,10,5.022623794266224,1
2,2022091806,3314,NE,PIT,68,126,218,44912,92,8.277392934257005,3
2,2022091806,3359,NE,PIT,74,101,153,44912,52,6.480106070764839,3
2,2022091806,3398,PIT,NE,82,102,139,53484,37,7.319620335814638,6
2,2022091806,3419,PIT,NE,62,78,116,53484,38,8.624285827289524,0
2,2022091806,3511,NE,PIT,25,95,108,48097,13,4.835782083832351,3
2,2022091806,3543,NE,PIT,21,45,115,43324,70,6.247669777853634,7
2,2022091806,3567,NE,PIT,46,49,93,48097,44,14.633047631787699,5
2,2022091806,3609,NE,PIT,50,68,137,44912,69,6.080978587775714,4
2,2022091806,3630,NE,PIT,21,39,135,44912,96,8.792437045333969,7
2,2022091806,3651,NE,PIT,46,66,127,48541,61,18.079289409817846,7
2,2022091806,3679,NE,PIT,46,68,98,48097,30,2.6565273439931705,3
2,2022091807,56,ATL,LA,66,108,133,39975,25,1.6669636163028925,1
2,2022091807,101,ATL,LA,45,113,127,54473,14,8.881651728192622,3
2,2022091807,122,ATL,LA,59,99,134,53433,35,5.903924298558951,1
2,2022091807,170,ATL,LA,52,109,114,48723,5,1.291031446914498,0
2,2022091807,212,ATL,LA,47,88,170,48723,82,9.00828783917747,2
2,2022091807,262,ATL,LA,57,122,144,39975,22,11.429965983787275,2
2,2022091807,283,ATL,LA,66,110,120,52489,10,5.865950627595922,0
2,2022091807,369,LA,ATL,72,88,115,44881,27,11.763388074402327,2
2,2022091807,428,LA,ATL,20,92,99,44881,7,4.29012153346127,1
2,2022091807,488,LA,ATL,51,108,117,46830,9,2.879610471506038,0
2,2022091807,509,LA,ATL,70,108,122,44881,14,8.527810117664353,3
2,2022091807,634,ATL,LA,42,108,116,53433,8,5.664714741175676,1
2,2022091807,756,ATL,LA,32,166,184,53612,18,11.2931264231828,3
2,2022091807,818,ATL,LA,45,135,157,48374,22,11.825632348513814,1
2,2022091807,863,LA,ATL,75,116,129,44881,13,7.8041801839572145,1
2,2022091807,897,LA,ATL,83,111,153,46830,42,9.679419860724412,2
2,2022091807,994,LA,ATL,51,71,134,43399,63,6.0177682541464605,5
2,2022091807,1083,ATL,LA,53,135,138,48723,3,1.0408316650752074,0
2,2022091807,1104,ATL,LA,59,146,153,48723,7,2.1848998234364734,0
2,2022091807,1154,ATL,LA,30,182,189,48723,7,3.127072968281419,1
2,2022091807,1175,ATL,LA,64,89,189,39975,100,5.20097542441973,6
2,2022091807,1241,ATL,LA,44,117,153,39975,36,21.286328475622526,3
2,2022091807,1294,ATL,LA,56,107,117,53612,10,6.0549195174562875,0
2,2022091807,1374,LA,ATL,53,115,123,44881,8,4.397849719008262,0
2,2022091807,1399,LA,ATL,38,66,129,44881,63,6.753317444395988,3
2,2022091807,1459,LA,ATL,53,134,140,44881,6,1.4735415282908366,0
2,2022091807,1616,ATL,LA,48,83,131,48723,48,14.044785256107353,4
2,2022091807,1642,LA,ATL,70,105,124,44881,19,12.198379572990422,3
2,2022091807,1699,LA,ATL,32,53,136,47853,83,13.169162268513807,2
2,2022091807,1926,LA,ATL,68,109,121,44881,12,7.456490176273574,1
2,2022091807,1971,LA,ATL,74,111,137,44881,26,15.727259727352687,4
2,2022091807,1995,LA,ATL,52,134,138,53678,4,1.9610548859128896,0
2,2022091807,2111,LA,ATL,74,82,152,44881,70,5.222016872310779,3
2,2022091807,2207,ATL,LA,67,79,132,53612,53,16.330955528961855,3
2,2022091807,2272,LA,ATL,77,113,134,53486,21,14.10435866927335,5
2,2022091807,2293,LA,ATL,71,111,122,53486,11,7.79340599145294,2
2,2022091807,2375,ATL,LA,51,109,116,48723,7,4.233794604611331,0
2,2022091807,2523,LA,ATL,77,101,166,47853,65,3.940960538114902,1
2,2022091807,2556,LA,ATL,72,83,144,47853,61,7.940130983139134,2
2,2022091807,2639,LA,ATL,78,119,149,53678,30,4.880666877419369,3
2,2022091807,2666,LA,ATL,51,123,135,44881,12,7.362022847548304,3
2,2022091807,2818,LA,ATL,77,98,141,43399,43,8.303449402139284,4
2,2022091807,2993,ATL,LA,58,88,92,46992,4,1.3070717759470813,0
2,2022091807,3022,ATL,LA,38,107,117,46992,10,6.665756626564114,2
2,2022091807,3043,ATL,LA,51,102,126,53433,24,6.013492348466462,2
2,2022091807,3099,LA,ATL,56,134,143,44881,9,5.6849989242939225,0
2,2022091807,3144,LA,ATL,65,80,143,47853,63,10.100079704966866,3
2,2022091807,3168,LA,ATL,66,112,125,44881,13,7.618313139495625,1
2,2022091807,3210,LA,ATL,64,92,180,47853,88,18.115207458028795,3
2,2022091807,3378,ATL,LA,35,57,65,48723,8,5.012178901444719,1
2,2022091807,3452,ATL,LA,43,100,107,53433,7,4.76374944921131,1
2,2022091807,3480,ATL,LA,74,103,131,53433,28,5.6252314573909645,2
2,2022091808,98,SF,SEA,52,66,108,47819,42,8.28799205034433,1
2,2022091808,178,SF,SEA,48,148,153,47819,5,2.04132253069566,0
2,2022091808,199,SF,SEA,44,60,105,47819,45,13.216656633578388,6
2,2022091808,220,SF,SEA,51,74,92,52433,18,11.127204970083937,2
2,2022091808,241,SF,SEA,66,108,109,43821,1,0.014142135623730649,0
2,2022091808,491,SF,SEA,35,68,101,47819,33,13.515146710333552,4
2,2022091808,544,SF,SEA,51,86,99,46377,13,8.559904929520343,5
2,2022091808,565,SF,SEA,72,111,112,35443,1,0.06708203932499623,0
2,2022091808,586,SF,SEA,41,61,101,46256,40,10.64092640803061,3
2,2022091808,607,SF,SEA,70,104,148,46256,44,11.628740715023689,6
2,2022091808,631,SF,SEA,43,187,214,52625,27,12.375854229125864,2
2,2022091808,907,SF,SEA,37,113,118,42428,5,1.8867518557328724,0
2,2022091808,928,SF,SEA,66,84,130,47819,46,10.420682144806335,5
2,2022091808,952,SF,SEA,61,103,141,46256,38,13.527629073694989,0
2,2022091808,980,SF,SEA,56,92,96,47819,4,1.994380062274429,0
2,2022091808,1117,SF,SEA,49,12,56,47819,44,14.083119904499073,4
2,2022091808,1148,SF,SEA,45,58,87,40078,29,4.473319038459393,3
2,2022091808,1173,SF,SEA,59,58,105,40078,47,9.65228839992439,5
2,2022091808,1494,SF,SEA,46,58,88,52625,30,5.279666490711749,3
2,2022091808,1536,SF,SEA,48,63,130,47819,67,12.972633502648351,4
2,2022091808,1557,SF,SEA,55,68,103,47819,35,3.0057046864675203,1
2,2022091808,1621,SF,SEA,83,86,116,47819,30,2.328193645805336,3
2,2022091808,1643,SF,SEA,56,76,84,52433,8,4.967022757684515,3
2,2022091808,2329,SF,SEA,61,74,96,46331,22,4.018365168211481,2
2,2022091808,2350,SF,SEA,56,75,92,47819,17,11.621342823685227,2
2,2022091808,2420,SF,SEA,47,71,74,40078,3,1.1254171740287666,0
2,2022091808,2601,SF,SEA,53,56,86,46331,30,6.3247824400815125,1
2,2022091808,2622,SF,SEA,63,85,95,54558,10,5.784994259477802,1
2,2022091808,2646,SF,SEA,65,79,106,47819,27,6.387303412885785,2
2,2022091808,2670,SF,SEA,37,56,89,46256,33,11.713657186224331,5
2,2022091808,2695,SF,SEA,48,87,131,52598,44,22.689893592382017,5
2,2022091808,2861,SF,SEA,42,54,98,47819,44,13.669070194858774,1
2,2022091808,2882,SF,SEA,50,69,112,46256,43,6.631151785111262,5
2,2022091808,2970,SF,SEA,31,79,82,40078,3,0.09675510736134209,0
2,2022091808,2991,SF,SEA,45,50,88,47819,38,6.337182942898012,5
2,2022091808,3248,SF,SEA,38,83,88,52598,5,1.5576659317071013,0
2,2022091808,3269,SF,SEA,7,29,64,52625,35,13.554805824601058,4
2,2022091808,3290,SF,SEA,68,62,118,46331,56,9.76914934143148,5
2,2022091808,3311,SF,SEA,65,49,83,47819,34,6.8213918106610825,3
2,2022091808,3583,SF,SEA,61,65,77,52625,12,3.1339689805160447,0
2,2022091809,77,DAL,CIN,52,149,157,47911,8,3.5459080441336566,1
2,2022091809,122,DAL,CIN,82,67,125,45052,58,16.384491026554322,5
2,2022091809,193,DAL,CIN,78,100,111,52425,11,3.513500184951662,1
2,2022091809,217,DAL,CIN,45,111,113,53117,2,1.2907481251078585,0
2,2022091809,238,DAL,CIN,83,114,171,46206,57,9.749521154872788,2
2,2022091809,288,DAL,CIN,6,38,43,53117,5,1.2401631485095015,0
2,2022091809,309,DAL,CIN,59,99,132,54594,33,6.665934658830537,4
2,2022091809,496,CIN,DAL,44,123,131,53434,8,3.168850451416908,0
2,2022091809,630,DAL,CIN,65,99,110,53117,11,4.45169446143954,2
2,2022091809,795,DAL,CIN,8,41,58,55157,17,5.942423660228913,1
2,2022091809,1014,DAL,CIN,50,89,121,45052,32,4.4923715281705014,3
2,2022091809,1360,DAL,CIN,18,25,62,46206,37,11.656518505207185,3
2,2022091809,1428,DAL,CIN,68,82,122,46206,40,6.70120597554477,1
2,2022091809,1489,DAL,CIN,46,153,160,47911,7,3.0985868191229784,1
2,2022091809,1513,DAL,CIN,75,169,192,47911,23,5.761605511046941,1
2,2022091809,1787,DAL,CIN,56,69,90,47911,21,1.502796953339804,4
2,2022091809,1816,DAL,CIN,48,47,88,47911,41,4.126020137097133,3
2,2022091809,1845,DAL,CIN,63,133,165,52425,32,12.011593234909343,1
2,2022091809,2169,CIN,DAL,6,22,79,53434,57,12.580768056553715,3
2,2022091809,2293,DAL,CIN,51,91,103,53117,12,3.754740441975608,0
2,2022091809,2487,CIN,DAL,42,117,129,52673,12,0.5638082038964053,0
2,2022091809,2568,DAL,CIN,28,36,100,52425,64,17.802458413956703,8
2,2022091809,2614,DAL,CIN,49,70,100,45052,30,8.273143975416216,3
2,2022091809,2701,DAL,CIN,68,110,124,45052,14,8.012632504540196,1
2,2022091809,2814,CIN,DAL,67,124,137,52441,13,8.856138073247207,5
2,2022091809,2968,DAL,CIN,70,126,143,45052,17,9.30206371370887,2
2,2022091809,3058,CIN,DAL,59,77,134,46094,57,8.915017674538777,1
2,2022091809,3158,CIN,DAL,119,131,187,53434,56,13.66674216186731,4
2,2022091809,3203,CIN,DAL,44,15,107,52441,92,8.351375835702871,3
2,2022091809,3600,DAL,CIN,38,67,100,45052,33,9.351650026321737,3
2,2022091809,3628,DAL,CIN,56,75,138,53117,63,13.976658344839503,5
2,2022091809,3939,DAL,CIN,6,39,54,54594,15,6.909660198766249,2
2,2022091810,215,DEN,HOU,39,96,102,52423,6,3.0690881971095645,1
2,2022091810,260,DEN,HOU,53,109,115,52423,6,2.7702349967263964,1
2,2022091810,550,DEN,HOU,49,104,114,46461,10,5.124538062206486,1
2,2022091810,592,DEN,HOU,35,86,91,52423,5,2.296939098277167,1
2,2022091810,1168,DEN,HOU,47,88,97,52660,9,5.315452365196184,1
2,2022091810,1272,DEN,HOU,50,84,87,48096,3,1.3573584264303842,0
2,2022091810,1298,DEN,HOU,6,41,49,52660,8,3.8884650940351975,1
2,2022091810,1749,DEN,HOU,47,93,96,52766,3,1.022180979233318,0
2,2022091810,1800,DEN,HOU,33,88,96,52660,8,3.4920012357463603,1
2,2022091810,2004,DEN,HOU,39,76,80,52766,4,2.4189738467035875,0
2,2022091810,2221,DEN,HOU,47,92,99,52660,7,4.132132964341752,1
2,2022091810,2468,HOU,DEN,59,103,110,53576,7,0.10242640687118962,1
2,2022091810,2686,HOU,DEN,62,85,128,43396,43,15.97749919935156,4
2,2022091810,2764,DEN,HOU,5,42,70,44987,28,4.894550113350235,1
2,2022091810,2785,DEN,HOU,46,80,88,52766,8,4.041113466034323,1
2,2022091810,2862,DEN,HOU,52,58,147,52526,89,10.501655341500467,2
2,2022091810,2919,DEN,HOU,41,65,120,52526,55,8.488985990246006,3
2,2022091810,2964,DEN,HOU,100,104,124,48096,20,5.074305975811061,2
2,2022091810,3033,HOU,DEN,21,70,138,45339,68,6.167793968218548,4
2,2022091810,3054,HOU,DEN,68,102,134,41246,32,1.5650686721407614,3
2,2022091810,3256,DEN,HOU,39,65,84,48096,19,0.5732030140780519,0
2,2022091810,3277,DEN,HOU,62,72,97,52526,25,2.217561568848214,1
2,2022091810,3456,HOU,DEN,60,81,116,45339,35,5.975834296834915,1
2,2022091810,3478,HOU,DEN,73,93,110,43396,17,3.812071295907236,2
2,2022091810,3549,DEN,HOU,39,75,113,42721,38,4.731142251062274,2
2,2022091810,3573,DEN,HOU,50,127,133,52766,6,3.5137670326373924,1
2,2022091810,3688,DEN,HOU,38,68,77,52766,9,5.703611800420577,1
2,2022091810,3710,DEN,HOU,54,82,115,38605,33,0.9441561064653586,0
2,2022091810,3778,DEN,HOU,15,27,82,52526,55,9.340781934068746,1
2,2022091811,56,LV,ARI,91,94,119,47920,25,9.869566015430008,2
2,2022091811,96,LV,ARI,72,70,169,47932,99,18.370288153245284,6
2,2022091811,206,LV,ARI,70,102,127,42547,25,9.314582252483492,2
2,2022091811,227,LV,ARI,75,88,92,47932,4,1.0418838835470217,0
2,2022091811,281,LV,ARI,60,86,187,47920,101,9.022581241797843,3
2,2022091811,305,LV,ARI,53,52,160,42397,108,25.578248270625018,7
2,2022091811,334,LV,ARI,61,74,176,47932,102,14.898996570930017,5
2,2022091811,379,LV,ARI,78,103,131,47932,28,8.195262019017456,0
2,2022091811,434,LV,ARI,45,77,103,42547,26,9.73625649650121,3
2,2022091811,455,LV,ARI,63,107,111,41282,4,0.4451392800609069,0
2,2022091811,571,ARI,LV,63,92,147,39983,55,9.845395284112383,1
2,2022091811,595,ARI,LV,54,151,169,48646,18,9.811679612878999,2
2,2022091811,713,LV,ARI,65,112,216,42547,104,18.03279748391021,5
2,2022091811,748,LV,ARI,61,96,119,47920,23,8.964836781202871,5
2,2022091811,769,LV,ARI,73,92,132,41282,40,15.578492751040363,6
2,2022091811,835,LV,ARI,62,105,125,41282,20,8.516924070570404,3
2,2022091811,915,LV,ARI,45,42,105,41282,63,16.381751267771417,6
2,2022091811,968,LV,ARI,67,108,184,41282,76,17.33221947991158,2
2,2022091811,1097,ARI,LV,58,70,169,39983,99,13.641439119659918,4
2,2022091811,1183,LV,ARI,65,77,170,47932,93,19.491549581466664,5
2,2022091811,1205,LV,ARI,81,103,135,42547,32,9.565469518494238,0
2,2022091811,1275,LV,ARI,70,126,158,47932,32,7.703158526629594,2
2,2022091811,1581,ARI,LV,83,117,139,43845,22,4.751801960993666,1
2,2022091811,1602,ARI,LV,60,111,151,47808,40,6.734591077884181,4
2,2022091811,1649,LV,ARI,76,88,102,47932,14,4.512574284270415,1
2,2022091811,1688,LV,ARI,65,80,86,47932,6,1.3307500531875949,0
2,2022091811,1709,LV,ARI,50,61,161,47920,100,11.591188111003866,4
2,2022091811,1848,LV,ARI,67,60,93,44931,33,1.1589549064169917,2
2,2022091811,2108,LV,ARI,89,44,164,47807,120,19.780150211788612,5
2,2022091811,2372,ARI,LV,6,49,77,48646,28,14.868230770858059,4
2,2022091811,2524,LV,ARI,54,59,141,47932,82,18.568026422431195,4
2,2022091811,2545,LV,ARI,62,55,142,47932,87,17.50308448154278,4
2,2022091811,2652,LV,ARI,74,40,173,47807,133,21.068645779900752,7
2,2022091811,2676,LV,ARI,78,104,131,47920,27,10.036601977717192,2
2,2022091811,2719,LV,ARI,59,53,158,42397,105,12.610694402248056,8
2,2022091811,2958,ARI,LV,57,61,126,39983,65,8.970316614888947,4
2,2022091811,2980,ARI,LV,50,91,123,37077,32,6.965037234186528,3
2,2022091811,3053,LV,ARI,74,60,172,47932,112,17.712538917830848,4
2,2022091811,3428,LV,ARI,71,82,96,47932,14,4.0960971050267405,1
2,2022091811,3698,ARI,LV,111,157,198,42398,41,9.213369070765335,4
2,2022091811,4222,ARI,LV,6,15,82,47808,67,15.933322149778373,4
2,2022091811,4366,ARI,LV,49,108,140,47808,32,6.960652202715848,2
2,2022091811,4419,LV,ARI,69,52,159,47807,107,16.003326761488847,5
2,2022091811,4443,LV,ARI,64,93,136,47920,43,13.155997020725469,4
2,2022091811,4497,LV,ARI,82,126,274,42547,148,25.223582056850493,6
2,2022091812,88,GB,CHI,23,114,117,54499,3,1.850732984574542,0
2,2022091812,447,CHI,GB,21,68,72,46276,4,2.3340692363499795,0
2,2022091812,473,CHI,GB,9,22,74,46276,52,11.37758308819486,4
2,2022091812,599,GB,CHI,15,72,81,44995,9,4.404458041923492,1
2,2022091812,641,GB,CHI,48,83,92,44995,9,4.21546247550119,2
2,2022091812,724,GB,CHI,37,75,104,52502,29,7.238290511673955,3
2,2022091812,745,GB,CHI,35,98,105,54499,7,4.170033026620948,2
2,2022091812,904,CHI,GB,50,59,84,52581,25,10.212154679691839,2
2,2022091812,1281,GB,CHI,43,114,120,54499,6,3.561950113330633,0
2,2022091812,1422,GB,CHI,51,120,121,44995,1,0.458802789878175,0
2,2022091812,1507,CHI,GB,32,72,81,52581,9,4.606669043869961,2
2,2022091812,1645,GB,CHI,67,109,114,52470,5,2.6019371009626497,0
2,2022091812,1897,CHI,GB,30,50,51,46276,1,0.40024992192379133,0
2,2022091812,2012,GB,CHI,49,104,120,46705,16,10.89253990136542,2
2,2022091812,2033,GB,CHI,38,138,141,54499,3,1.2139644164649672,0
2,2022091812,2059,GB,CHI,56,135,136,54499,1,0.56568542494924,0
2,2022091812,2104,GB,CHI,35,120,126,54499,6,3.686724744662812,1
2,2022091812,2382,GB,CHI,51,98,108,41230,10,7.06250781087966,3
2,2022091812,2445,GB,CHI,51,89,97,54499,8,5.107069392912539,3
2,2022091812,2558,CHI,GB,53,67,76,46276,9,5.666707159842677,0
2,2022091812,2641,CHI,GB,42,80,81,48207,1,0.45000000000000284,0
2,2022091812,2706,CHI,GB,34,74,77,48207,3,1.4527979906743218,0
2,2022091812,3068,GB,CHI,23,124,125,54499,1,0.49819674828324795,0
2,2022091900,69,BUF,TEN,173,216,262,42489,46,5.728844180372376,4
2,2022091900,93,BUF,TEN,59,183,199,42818,16,8.452884861427638,2
2,2022091900,114,BUF,TEN,44,146,161,42489,15,5.6202611866509535,1
2,2022091900,344,BUF,TEN,47,80,88,42818,8,2.9008248370433845,1
2,2022091900,411,TEN,BUF,46,98,102,39989,4,2.3834270151645014,0
2,2022091900,510,TEN,BUF,6,23,75,42589,52,5.97523823950845,2
2,2022091900,877,BUF,TEN,80,113,148,47879,35,8.008312834649505,3
2,2022091900,901,BUF,TEN,147,166,169,44985,3,1.9964861157851463,0
2,2022091900,944,TEN,BUF,66,85,115,42589,30,5.147756183962751,1
2,2022091900,1066,TEN,BUF,48,58,101,43370,43,10.468511451888126,4
2,2022091900,1196,TEN,BUF,60,87,93,54608,6,3.1211490872586802,0
2,2022091900,1268,BUF,TEN,61,111,161,47879,50,5.84569632156665,6
